author_id,display_name,career_start,career_end,n_ai_works,origin_group,abroad,abroad_year,hit,hit_year,pi_year,pi,active,recent_group
A5069519097,Firmanul Catur Wıbowo,2013,2026,15,Islamic,False,,False,,2013.0,True,True,Islamic
A5111454071,S. Al-Busaidi,2002,2021,5,Islamic,False,,False,,2002.0,True,True,Islamic
A5002755723,M.J. Al-Mushrafi,2002,2013,4,Islamic,False,,False,,2002.0,True,False,
A5054714910,Asif Iqbal,2006,2024,6,Sinic,True,2010.0,False,,,False,True,Islamic
A5054631710,Ning He,2006,2025,9,Sinic,False,,False,,2013.0,True,True,Sinic
A5100623210,Liang Li,2006,2025,4,Sinic,False,,False,,2008.0,True,True,
A5111862129,Naeem Ullah Dar,2006,2010,3,Islamic,False,,False,,2006.0,True,False,
A5064660596,Yassine Djouadi,2007,2025,18,Islamic,True,2010.0,True,2010.0,2007.0,True,True,Islamic
A5051474705,Allel Hadjali,2002,2026,104,Continental Europe,True,2002.0,True,2008.0,2006.0,True,True,Continental Europe
A5036825646,Sanjay D. Pohekar,2004,2025,4,Hindu,False,,True,2004.0,2025.0,True,True,Hindu
A5034168325,M Ramachandran,2004,2024,17,Islamic,True,2005.0,False,,2004.0,True,True,Hindu
A5090448145,Darwin Gouwanda,2008,2023,5,United States,True,2008.0,True,2008.0,,False,True,Islamic
A5022892970,S. M. N. Arosha Senanayake,2007,2024,13,Islamic,False,,True,2007.0,2007.0,True,True,Islamic
A5108665863,Cipto Prabowo,2014,2024,16,Islamic,False,,False,,2014.0,True,True,Islamic
A5054408424,Omar Banimelhem,2012,2024,6,Islamic,False,,False,,,False,True,Islamic
A5017748425,Moad Mowafi,2013,2025,4,Islamic,False,,True,2013.0,,False,True,Islamic
A5027584316,P. Gomathi,2014,2026,4,Hindu,False,,True,2019.0,2025.0,True,True,Hindu
A5002577573,Yeffry Handoko Putra,2016,2025,17,Islamic,True,2021.0,False,,2016.0,True,True,Islamic
A5110801046,Noorihan Abdul Rahman,2011,2022,7,Islamic,False,,False,,2011.0,True,True,Islamic
A5111052586,Najla Ibrahim,2014,2025,3,Islamic,False,,False,,2014.0,True,True,Islamic
A5085808353,Baroudi Rouba,2010,2025,8,Islamic,False,,False,,2021.0,True,True,Islamic
A5019666589,Osama Harfoushi,2010,2024,19,Islamic,False,,True,2011.0,2012.0,True,True,Islamic
A5063185060,Abdel Hakim O. Akhorshaideh,2016,2025,8,Islamic,False,,True,2016.0,2022.0,True,True,Islamic
A5045063390,Noor Osama Aqqad,2016,2017,6,Islamic,False,,True,2016.0,2016.0,True,False,
A5070102507,Marwa Al Janini,2016,2017,2,Islamic,False,,True,2016.0,2017.0,True,False,
A5070324153,Ruba Obiedat,2010,2026,17,Islamic,True,2010.0,True,2012.0,2011.0,True,True,Islamic
A5032910899,Tatiana Mora Kuplich,2000,2022,11,Anglosphere ex-US,False,,True,2000.0,2001.0,True,True,Other Civilizations
A5063905190,D. S. Tasca,2006,2022,24,Other Civilizations,True,2012.0,True,2008.0,,False,True,Other Civilizations
A5004098224,S. P. Walborn,2001,2026,160,Other Civilizations,False,,True,2001.0,2004.0,True,True,Other Civilizations
A5019238779,M. P. Almeida,2002,2025,61,Other Civilizations,True,2007.0,True,2005.0,2007.0,True,True,Anglosphere ex-US
A5034289476,Pierre Pellat-Finet,2006,2009,3,Continental Europe,True,2009.0,False,,2007.0,True,False,
A5005595029,Artz George. Luwanda,2014,2016,3,Other Civilizations,False,,False,,2014.0,True,False,
A5022950333,Henry Mwambi,2012,2025,21,Other Civilizations,False,,True,2018.0,2012.0,True,True,Other Civilizations
A5011277020,Gabriele Pulcini,2005,2026,26,Continental Europe,False,,False,,2007.0,True,True,Continental Europe
A5015971108,Anton van Wyk,2010,2023,7,Other Civilizations,False,,False,,2010.0,True,True,Other Civilizations
A5014606436,Luciano Coutinho,2005,2026,18,Continental Europe,True,2009.0,True,2009.0,2009.0,True,True,Other Civilizations
A5050791184,Anarosa A. F. Brandão,2003,2026,67,Other Civilizations,False,,True,2003.0,2006.0,True,True,Other Civilizations
A5008207085,Luana Moreira Florisbal,2003,2025,25,Other Civilizations,False,,False,,2012.0,True,True,Other Civilizations
A5083977323,Ritesh Ajoodha,2014,2026,34,Other Civilizations,False,,True,2020.0,2018.0,True,True,Other Civilizations
A5068297734,Benjamin Rosman,2010,2026,117,Anglosphere ex-US,True,2014.0,True,2012.0,2014.0,True,True,Other Civilizations
A5013874328,Wassim Ayadi,2007,2025,9,Continental Europe,True,2009.0,False,,2018.0,True,True,Islamic
A5038041759,Mourad Elloumi,2004,2026,10,Islamic,False,,False,,2008.0,True,True,Islamic
A5044501446,João Carlos Espíndola Ferreira,2000,2013,7,Other Civilizations,False,,False,,2007.0,True,False,
A5039088089,Fernando S. Pacheco,2000,2019,11,Other Civilizations,True,2004.0,False,,2001.0,True,False,
A5055777885,Dragana Milosavljević,2011,2022,19,Other Civilizations,False,,True,2013.0,2014.0,True,True,
A5006730169,Danica Piršl,2010,2015,9,Other Civilizations,True,2013.0,False,,2010.0,True,False,
A5076020512,Patrick Ngulube,2011,2026,12,Other Civilizations,False,,True,2012.0,2011.0,True,True,Other Civilizations
A5054190664,А. М. Пыстин,2004,2025,33,Other Civilizations,False,,False,,2010.0,True,True,Other Civilizations
A5040472031,Yu. I. Pystina,2014,2025,22,Other Civilizations,False,,True,2019.0,2014.0,True,True,Other Civilizations
A5040774651,A. V. Panfilov,2015,2019,3,Other Civilizations,False,,False,,2016.0,True,False,
A5030266199,Ingrid Nunes,2008,2025,68,Other Civilizations,True,2011.0,True,2010.0,2012.0,True,True,Other Civilizations
A5027812149,Simone Diniz Junqueira Barbosa,2000,2026,103,Other Civilizations,False,,True,2000.0,2001.0,True,True,Other Civilizations
A5075841047,Reiko Aoki,2001,2025,5,Other Civilizations,False,,False,,,False,True,Other Civilizations
A5039342362,Dorival Leão Pinto Júnior,2006,2008,3,Other Civilizations,False,,False,,2008.0,True,False,
A5078808042,M. Kikuti,2002,2002,2,Other Civilizations,False,,False,,2002.0,True,False,
A5052038034,Márcio Teruo Akyama,2002,2002,2,Other Civilizations,False,,False,,,False,False,
A5006529383,Marco S. Reis,2002,2025,9,Other Civilizations,False,,False,,2009.0,True,True,Continental Europe
A5047785995,Claus Aranha,2002,2025,66,Other Civilizations,True,2007.0,True,2009.0,2010.0,True,True,Japanese
A5010487704,Luiz Marcos Garcia Gonçalves,2002,2024,41,Other Civilizations,True,2002.0,False,,2002.0,True,True,Other Civilizations
A5087169621,M. Yu. Saygin,2011,2026,33,Other Civilizations,False,,False,,2011.0,True,True,Other Civilizations
A5082167717,Timur Tlyachev,2011,2023,12,Other Civilizations,False,,True,2018.0,2013.0,True,True,
A5041284015,Pablo Rodríguez-Ramírez,2010,2023,11,Other Civilizations,False,,False,,2010.0,True,True,Other Civilizations
A5082633782,İlker Etikan,2016,2024,4,Continental Europe,False,,False,,2016.0,True,True,Continental Europe
A5100704639,Fusheng Wang,2003,2025,111,United States,False,,True,2003.0,2007.0,True,True,United States
A5076465098,George Teodoro,2012,2025,59,United States,True,2015.0,True,2013.0,2016.0,True,True,Other Civilizations
A5003110329,Emiel A. M. Janssen,2007,2025,25,Continental Europe,False,,False,,2019.0,True,True,Continental Europe
A5066949209,Jun Kong,2001,2025,104,United States,True,2006.0,True,2007.0,2001.0,True,True,United States
A5056903330,Eric Nichols,2004,2026,63,Japanese,True,2004.0,True,2005.0,2005.0,True,True,Japanese
A5052659556,Yurii Vasylkiv,2016,2023,10,Japanese,True,2020.0,True,2022.0,,False,True,Anglosphere ex-US
A5052470310,Randy Gómez,2004,2026,93,Japanese,False,,True,2010.0,2006.0,True,True,Japanese
A5086488055,Jang‐Whan Bae,2010,2023,5,Sinic,False,,True,2013.0,,False,True,Sinic
A5088728611,Guadalupe Ortiz,2005,2023,39,Continental Europe,True,2007.0,True,2006.0,2008.0,True,True,Continental Europe
A5062816254,Behzad Bordbar,2001,2018,49,Anglosphere ex-US,False,,True,2004.0,2001.0,True,False,
A5054320765,Renata de Freitas Góes,2007,2013,5,Other Civilizations,False,,False,,2008.0,True,False,
A5035072088,O.V. Rozhkova,2001,2017,6,Other Civilizations,False,,False,,2001.0,True,False,
A5073269156,Jorim Sousa das Virgens Filho,2011,2021,9,Other Civilizations,False,,False,,2011.0,True,True,
A5037319591,Serge Kernbach,2008,2015,16,Continental Europe,False,,True,2008.0,2009.0,True,False,
A5078343573,V. A. Nepomnyashchikh,2008,2015,4,Other Civilizations,False,,True,2011.0,2015.0,True,False,
A5054805585,Olga Kernbach,2009,2015,5,Continental Europe,False,,True,2015.0,2009.0,True,False,
A5057360483,А. Г. Ревенко,2002,2023,16,Other Civilizations,False,,True,2008.0,2002.0,True,True,Other Civilizations
A5025109060,T. Yu. Cherkashina,2005,2022,12,Other Civilizations,False,,True,2008.0,2005.0,True,True,Other Civilizations
A5013324722,Pokpong Songmuang,2010,2026,30,Japanese,True,2016.0,False,,2016.0,True,True,Other Civilizations
A5053831611,Héctor R. Ponce,2011,2022,4,Other Civilizations,False,,True,2013.0,2021.0,True,True,Other Civilizations
A5029127249,Evgeny Skvortsov,2007,2026,9,Anglosphere ex-US,True,2011.0,True,2011.0,2007.0,True,True,United States
A5021715300,Rodrigo Bonifácio,2007,2025,41,Other Civilizations,False,,True,2009.0,2012.0,True,True,Other Civilizations
A5110643113,I. A. Andreeva,2006,2025,23,Other Civilizations,False,,False,,2016.0,True,True,Other Civilizations
A5031903611,S. E. Borisovsky,2014,2025,24,Other Civilizations,False,,False,,2019.0,True,True,Other Civilizations
A5060181712,Axel Müller,2004,2025,41,Anglosphere ex-US,True,2006.0,True,2007.0,2006.0,True,True,Anglosphere ex-US
A5023507961,Miguel Ángel Galliski,2004,2021,16,Other Civilizations,False,,False,,2004.0,True,True,Other Civilizations
A5036855105,Raphael C. S. Machado,2009,2025,40,Other Civilizations,False,,True,2016.0,2009.0,True,True,Other Civilizations
A5108720067,Yurii Nikolaevich Orlov,2016,2024,18,Other Civilizations,False,,False,,2016.0,True,True,Other Civilizations
A5069970731,Frederico Coelho,2010,2026,24,Other Civilizations,False,,True,2016.0,2013.0,True,True,Other Civilizations
A5072340410,Alexander M. Romanov,2003,2024,17,Other Civilizations,False,,False,,2003.0,True,True,Other Civilizations
A5018928945,Loran V. Akopyan,2009,2011,6,Other Civilizations,False,,False,,,False,False,
A5054825416,Pamela Boujon,2009,2010,2,Other Civilizations,False,,False,,,False,False,
A5037466565,Umberto Grandi,2009,2026,62,Continental Europe,False,,True,2010.0,2011.0,True,True,Continental Europe
A5029045409,Andrea Loreggia,2013,2026,61,Continental Europe,False,,True,2013.0,2019.0,True,True,Continental Europe
A5011239043,Kristen Brent Venable,2001,2025,85,Continental Europe,False,,True,2004.0,2002.0,True,True,United States
A5004478324,Leonid M. Gelman,2001,2011,5,Anglosphere ex-US,True,2001.0,False,,2002.0,True,False,
A5052379184,А. Н. Солошенко,2014,2015,5,Other Civilizations,False,,False,,2015.0,True,False,
A5000846561,Yulia Orlova,2013,2024,14,Other Civilizations,False,,False,,2013.0,True,True,Other Civilizations
A5071045487,В. Л. Розалиев,2013,2022,13,Other Civilizations,False,,False,,2013.0,True,True,Other Civilizations
A5080404337,Ciro Russo,2001,2026,14,Anglosphere ex-US,True,2006.0,False,,2001.0,True,True,Other Civilizations
A5019437241,Rogerio Kwitko-Ribeiro,2001,2024,17,Other Civilizations,False,,True,2001.0,2004.0,True,True,Other Civilizations
A5111774429,L. J. Cabri,2002,2003,3,Anglosphere ex-US,False,,True,2002.0,2003.0,True,False,
A5037324172,H. F. Galbiatti,2002,2017,12,Other Civilizations,False,,False,,2002.0,True,False,
A5027650379,Elliackin Figueiredo,2009,2025,13,Other Civilizations,False,,True,2013.0,2009.0,True,True,Other Civilizations
A5028876161,Carmelo J. A. Bastos-Filho,2007,2025,131,Other Civilizations,False,,True,2008.0,2008.0,True,True,Other Civilizations
A5049396403,Rafael Port da Rocha,2003,2024,8,Other Civilizations,False,,False,,2003.0,True,True,Other Civilizations
A5060324820,Emir Ugljanin,2012,2020,8,Other Civilizations,True,2016.0,False,,,False,True,
A5031778562,Dragan Stojanović,2000,2026,20,Other Civilizations,False,,False,,2000.0,True,True,Other Civilizations
A5080331598,Giseli Rabello Lopes,2007,2024,32,Other Civilizations,False,,True,2013.0,2007.0,True,True,Other Civilizations
A5027726692,Luiz André P. Paes Leme,2006,2025,68,Other Civilizations,True,2009.0,True,2008.0,2006.0,True,True,Other Civilizations
A5059545132,Isaac Bertrand Gbambié Mbowou,2015,2018,4,Other Civilizations,False,,False,,,False,False,
A5037178809,Nguihdama Dagwai,2014,2024,3,Other Civilizations,False,,False,,,False,True,Other Civilizations
A5055380077,Fadimatou Ngounouno Yamgouot,2015,2018,5,Other Civilizations,False,,False,,,False,False,
A5078595959,Ntoumbé Mama,2016,2026,15,Other Civilizations,False,,False,,2025.0,True,True,Other Civilizations
A5077042952,Ismaı̈la Ngounouno,2000,2026,41,Other Civilizations,False,,True,2000.0,2004.0,True,True,Other Civilizations
A5083874010,Víctor Neumann,2015,2025,33,Other Civilizations,False,,False,,2015.0,True,True,Other Civilizations
A5087235833,Sameerchand Pudaruth,2008,2026,32,Other Civilizations,False,,True,2015.0,2013.0,True,True,Other Civilizations
A5035952835,Upasana Singh,2009,2025,13,Hindu,True,2015.0,False,,2015.0,True,True,Hindu
A5051480451,Hoshiladevi Ramnial,2015,2016,3,Other Civilizations,False,,True,2015.0,2016.0,True,False,
A5029904389,Sergey V. Kovalchuk,2011,2026,92,Other Civilizations,False,,True,2011.0,2014.0,True,True,Other Civilizations
A5076437424,Sukanya Ratanotayanon,2009,2016,5,United States,True,2010.0,False,,2010.0,True,False,
A5008517596,Luigi Asprino,2016,2026,49,Continental Europe,False,,True,2016.0,2016.0,True,True,Continental Europe
A5083344265,Felix Bensmann,2014,2024,14,Continental Europe,False,,True,2014.0,,False,True,Continental Europe
A5077183319,Ling Cai,2010,2024,24,Sinic,False,,False,,2010.0,True,True,United States
A5051953225,Riley Capshaw,2012,2024,4,United States,False,,True,2012.0,,False,True,Continental Europe
A5054444380,Irene Celino,2005,2026,87,Continental Europe,True,2010.0,True,2006.0,2009.0,True,True,Continental Europe
A5064028156,Vincent Emonet,2014,2025,31,Continental Europe,True,2014.0,True,2014.0,2017.0,True,True,Continental Europe
A5072750611,Marieke van Erp,2006,2026,116,Continental Europe,False,,True,2009.0,2007.0,True,True,Anglosphere ex-US
A5049220929,María G. Buey,2013,2021,17,Continental Europe,False,,False,,,False,True,Continental Europe
A5040542771,Heiko Paulheim,2007,2026,378,Anglosphere ex-US,True,2008.0,True,2010.0,2008.0,True,True,Continental Europe
A5076886839,Axel Polleres,2000,2025,304,Continental Europe,False,,True,2004.0,2000.0,True,True,Continental Europe
A5007281490,Valentina Presutti,2003,2025,192,Continental Europe,True,2006.0,True,2003.0,2004.0,True,True,Continental Europe
A5024774718,Sebastian Rudolph,2000,2025,228,Continental Europe,False,,True,2006.0,2000.0,True,True,Continental Europe
A5082238675,Harald Sack,2001,2026,201,Continental Europe,False,,False,,2002.0,True,True,Continental Europe
A5014429190,Tabea Tietz,2014,2026,34,Continental Europe,False,,True,2019.0,2025.0,True,True,Continental Europe
A5036822328,Molka Tounsi Dhouib,2014,2024,19,Continental Europe,True,2019.0,False,,2021.0,True,True,Continental Europe
A5032868750,Alessandro Umbrico,2013,2025,48,Continental Europe,True,2018.0,True,2015.0,2014.0,True,True,Continental Europe
A5051123080,Miguel Almonacid,2007,2023,8,Continental Europe,True,2008.0,True,2008.0,2007.0,True,True,Continental Europe
A5069145654,Miguel Pinzolas,2000,2013,11,Continental Europe,False,,True,2005.0,2002.0,True,False,
A5048596084,Julio Ibarrola,2000,2026,13,Continental Europe,False,,True,2005.0,2008.0,True,True,Continental Europe
A5078135082,I. V. Rasina,2013,2024,13,Other Civilizations,False,,False,,2014.0,True,True,Other Civilizations
A5068776818,Mikhail Komarov,2012,2026,10,Other Civilizations,False,,True,2018.0,2012.0,True,True,Other Civilizations
A5008701404,Juan P. Aguilera,2016,2025,28,Continental Europe,False,,False,,2016.0,True,True,Continental Europe
A5080309379,David Fernández–Duque,2010,2026,126,Continental Europe,True,2011.0,True,2011.0,2010.0,True,True,Continental Europe
A5051850325,Elisa Yumi Nakagawa,2006,2026,153,Other Civilizations,True,2006.0,True,2007.0,2006.0,True,True,Other Civilizations
A5075706077,Dootika Vats,2015,2026,29,Anglosphere ex-US,True,2018.0,True,2021.0,2016.0,True,True,Hindu
A5108273448,Krzysztof Łatuszyński,2008,2025,33,Continental Europe,True,2010.0,True,2008.0,2009.0,True,True,Anglosphere ex-US
A5029796352,Kanwarpreet Sethi,2009,2010,3,United States,False,,True,2009.0,2009.0,True,False,
A5008974593,Yuanfang Cai,2002,2026,73,United States,False,,True,2005.0,2002.0,True,True,United States
A5101630133,Sunny Wong,2009,2018,10,United States,False,,True,2009.0,2010.0,True,False,
A5007792821,Alessandro Garcia,2001,2025,178,Other Civilizations,True,2004.0,True,2003.0,2006.0,True,True,Other Civilizations
A5039530559,Cláudio Sant’Anna,2003,2025,54,Other Civilizations,True,2004.0,True,2003.0,2006.0,True,True,Other Civilizations
A5005114689,V.A. Sapunov,2016,2025,5,Other Civilizations,False,,False,,,False,True,Other Civilizations
A5044360125,A. Yu. Denisov,2016,2025,2,Other Civilizations,False,,False,,,False,True,Other Civilizations
A5013494945,María Luciana Roldán,2006,2019,15,Other Civilizations,False,,True,2010.0,,False,False,
A5050881071,Silvio Gonnet,2001,2025,55,Other Civilizations,False,,True,2006.0,2014.0,True,True,Other Civilizations
A5028820999,Sergio Ferrández,2005,2011,22,Continental Europe,False,,True,2006.0,,False,False,
A5055656994,Pilar López-Moreno,2006,2007,8,Continental Europe,False,,True,2006.0,2006.0,True,False,
A5013837210,Sandra Roger,2001,2025,29,Other Civilizations,True,2006.0,True,2006.0,2001.0,True,True,Continental Europe
A5054111457,X. Alvarado,2006,2007,2,Continental Europe,False,,True,2006.0,,False,False,
A5021267471,Elisa Noguera,2005,2008,25,Continental Europe,False,,True,2005.0,2005.0,True,False,
A5035307573,Fernando Llopis,2001,2020,65,Continental Europe,False,,True,2002.0,2001.0,True,True,
A5046964093,Adeyinka K. Akanbi,2014,2025,14,Other Civilizations,True,2014.0,True,2015.0,2014.0,True,True,Other Civilizations
A5085899058,Muthoni Masinde,2012,2024,17,Other Civilizations,False,,False,,2012.0,True,True,Other Civilizations
A5074596656,E N Demina,2010,2015,4,Other Civilizations,False,,False,,2010.0,True,False,
A5065438358,Zhengbing Hu,2007,2026,76,Sinic,True,2007.0,False,,2008.0,True,True,Other Civilizations
A5062524136,И. К. Кабардин,2012,2021,2,Other Civilizations,False,,False,,,False,True,Other Civilizations
A5090320246,И. В. Наумов,2012,2020,3,Other Civilizations,False,,True,2016.0,2020.0,True,True,
A5015378932,Karl Ezra Pilario,2015,2026,7,Other Civilizations,False,,True,2023.0,2015.0,True,True,Other Civilizations
A5082212670,Evgenia Novikova,2012,2025,43,Other Civilizations,False,,True,2020.0,2012.0,True,True,Other Civilizations
A5000358462,Ana Luisa Outa Mori,2010,2021,4,Other Civilizations,True,2010.0,True,2011.0,,False,True,
A5074776207,N. N. Shenets,2008,2024,7,Other Civilizations,False,,False,,2008.0,True,True,Other Civilizations
A5100690709,Xin Guan,2005,2026,62,Sinic,False,,False,,2005.0,True,True,Sinic
A5080415474,Yi Xiao,2002,2026,27,Sinic,True,2006.0,False,,2003.0,True,True,Sinic
A5084201204,Guidong Sun,2015,2026,8,Sinic,False,,False,,2022.0,True,True,Sinic
A5033465394,Pavel Krasilnikov,2007,2023,8,Other Civilizations,False,,True,2013.0,2007.0,True,True,Other Civilizations
A5025751302,Jose Ortiz‐Bejar,2015,2025,19,Other Civilizations,True,2020.0,True,2021.0,2015.0,True,True,Other Civilizations
A5047941629,Eric S. Téllez,2009,2025,58,Other Civilizations,True,2015.0,True,2011.0,2009.0,True,True,Other Civilizations
A5069889717,Mario Graff,2005,2026,82,Anglosphere ex-US,True,2005.0,True,2010.0,2005.0,True,True,Other Civilizations
A5032486733,Jaime Cerda Jacobo,2010,2019,5,Other Civilizations,False,,False,,2015.0,True,False,
A5087891370,Г. Т. Фрумин,2014,2015,2,Other Civilizations,False,,False,,,False,False,
A5021676717,A. V. Dikinis,2014,2015,2,Other Civilizations,False,,False,,,False,False,
A5023605217,Yu. V. Krashanovskaya,2014,2015,2,Other Civilizations,False,,False,,2014.0,True,False,
A5033920942,Victor Oladokun,2008,2015,3,Other Civilizations,False,,True,2008.0,,False,False,
A5056938538,Diego I. Gallardo,2014,2026,46,Other Civilizations,False,,True,2021.0,2017.0,True,True,Other Civilizations
A5004808296,Emilio Gómez–Déniz,2009,2025,35,Continental Europe,False,,True,2011.0,2009.0,True,True,Continental Europe
A5003444918,Héctor W. Gómez,2004,2026,50,Other Civilizations,True,2008.0,True,2004.0,2007.0,True,True,Other Civilizations
A5068160516,Vasiliy Ye. Belozyorov,2012,2025,14,Other Civilizations,False,,False,,2023.0,True,True,Other Civilizations
A5072362348,M. A. Bolshakova,2016,2025,11,Other Civilizations,False,,True,2016.0,2021.0,True,True,Other Civilizations
A5061400789,Sandro Radovanović,2014,2026,20,Other Civilizations,False,,True,2014.0,,False,True,Other Civilizations
A5057150812,Boris Delibašić,2004,2026,45,Other Civilizations,False,,True,2009.0,2012.0,True,True,Other Civilizations
A5070246676,Milija Suknović,2004,2024,20,Other Civilizations,False,,True,2011.0,2006.0,True,True,Other Civilizations
A5087237710,Aurora Montano Rivas,2004,2017,2,Other Civilizations,False,,False,,,False,False,
A5048555137,Xenia Naidenova,2006,2024,34,Other Civilizations,False,,False,,2006.0,True,True,Other Civilizations
A5055424244,O. V. Petrov,2006,2024,32,Other Civilizations,False,,False,,2018.0,True,True,Other Civilizations
A5076622493,Leonid Ruslanovich Kolbantsev,2015,2022,2,Other Civilizations,False,,False,,2015.0,True,True,Other Civilizations
A5015219850,Christopher Boggs,2007,2020,2,Other Civilizations,False,,False,,,False,True,
A5103018549,Vincent G. Harris,2007,2024,2,Other Civilizations,False,,False,,2007.0,True,True,United States
A5080470776,A. A. Dokukin,2005,2025,24,Continental Europe,False,,False,,2006.0,True,True,Other Civilizations
A5019231095,Jeremy Blackthorne,2015,2022,5,United States,False,,False,,,False,True,Other Civilizations
A5073676361,Bülent Yener,2001,2026,74,United States,False,,False,,2001.0,True,True,United States
A5049544063,Dmytro Dosyn,2003,2026,29,Other Civilizations,False,,False,,2012.0,True,True,Other Civilizations
A5030571810,Vasyl Lytvyn,2012,2026,119,Other Civilizations,True,2018.0,True,2013.0,2013.0,True,True,Other Civilizations
A5085657732,Vira Kovalevych,2016,2022,2,Other Civilizations,True,2022.0,False,,,False,True,Islamic
A5091791985,Oksana Oborska,2014,2025,13,Other Civilizations,False,,True,2015.0,2014.0,True,True,
A5101848349,Sergey N. Filippov,2008,2026,63,Other Civilizations,True,2013.0,True,2008.0,2014.0,True,True,Other Civilizations
A5012489701,Alexander Pechen,2002,2025,101,Other Civilizations,True,2002.0,True,2006.0,2003.0,True,True,Other Civilizations
A5038317594,D. K. Belyanin,2012,2025,28,Other Civilizations,False,,False,,2019.0,True,True,Other Civilizations
A5007529443,Е. V. Airiyants,2007,2025,11,Other Civilizations,False,,False,,,False,True,Other Civilizations
A5027370174,Н. С. Карманов,2006,2024,51,Other Civilizations,False,,False,,2006.0,True,True,Other Civilizations
A5021654640,Evgenii Maltsev,2011,2022,8,Other Civilizations,False,,False,,2015.0,True,True,Other Civilizations
A5040349655,Anton V. Eremeev,2000,2025,50,Other Civilizations,False,,False,,2000.0,True,True,Other Civilizations
A5108613093,Julia Kovalenko,2013,2016,2,Other Civilizations,False,,False,,2013.0,True,False,
A5100360466,Qi Zhang,2006,2025,34,United States,True,2006.0,False,,2006.0,True,True,Sinic
A5064645579,Jian Qu,2010,2024,12,Japanese,True,2010.0,True,2010.0,2011.0,True,True,
A5086542590,Sumeth Yuenyong,2014,2025,24,Other Civilizations,True,2014.0,True,2014.0,2014.0,True,True,Other Civilizations
A5102866931,О. В. Карпенко,2006,2025,2,Other Civilizations,False,,False,,2006.0,True,True,
A5086469184,А. В. Пантелеев,2007,2026,22,Other Civilizations,False,,False,,2007.0,True,True,Other Civilizations
A5109990455,F. Zaccarini,2006,2014,6,Continental Europe,False,,False,,2006.0,True,False,
A5030009288,Ekapol Chuangsuwanich,2010,2026,97,United States,False,,True,2010.0,2016.0,True,True,Other Civilizations
A5069614673,Joaquín Izquierdo,2006,2025,34,Continental Europe,False,,True,2007.0,2010.0,True,True,Continental Europe
A5055467011,Ekaterina Vylomova,2014,2026,70,Anglosphere ex-US,True,2014.0,True,2016.0,2014.0,True,True,Anglosphere ex-US
A5028564314,Elizabeth Salesky,2013,2025,59,United States,False,,True,2018.0,2013.0,True,True,United States
A5015766325,Shijie Wu,2010,2023,30,Sinic,False,,True,2018.0,2015.0,True,True,United States
A5014613113,Edoardo Maria Ponti,2016,2026,109,Anglosphere ex-US,True,2017.0,True,2018.0,2022.0,True,True,Anglosphere ex-US
A5017646009,Svetlana Toldova,2012,2024,27,Other Civilizations,False,,False,,2012.0,True,True,Other Civilizations
A5076604380,Francis M. Tyers,2009,2026,139,Continental Europe,False,,True,2009.0,2009.0,True,True,United States
A5023548095,Andrew Krizhanovsky,2003,2026,59,Other Civilizations,False,,False,,2003.0,True,True,Other Civilizations
A5063051593,Christo Kirov,2011,2026,48,United States,True,2017.0,True,2013.0,2014.0,True,True,United States
A5006644924,Garrett Nicolai,2007,2025,62,Anglosphere ex-US,False,,True,2015.0,2008.0,True,True,Anglosphere ex-US
A5013793053,Antonios Anastasopoulos,2014,2026,205,United States,True,2014.0,True,2014.0,2014.0,True,True,United States
A5000564128,Hilaria Cruz,2016,2023,14,United States,True,2020.0,True,2019.0,2016.0,True,True,Other Civilizations
A5041778529,Eleanor Chodroff,2014,2026,43,United States,True,2020.0,True,2015.0,2017.0,True,True,Anglosphere ex-US
A5061951606,Ryan Cotterell,2013,2026,397,United States,True,2015.0,True,2013.0,2018.0,True,True,Continental Europe
A5027026724,Miikka Silfverberg,2009,2026,80,Continental Europe,False,,True,2009.0,2010.0,True,True,Anglosphere ex-US
A5001438384,Mans Hulden,2006,2026,114,United States,True,2011.0,True,2011.0,2006.0,True,True,United States
A5055457163,Pablo E. Román,2010,2013,5,Other Civilizations,False,,True,2010.0,,False,False,
A5073534789,Juan D. Velásquez,2003,2025,52,Japanese,True,2005.0,True,2003.0,2009.0,True,True,Other Civilizations
A5049037432,Manuel Mora,2002,2023,37,Other Civilizations,False,,True,2007.0,2003.0,True,True,Other Civilizations
A5026173910,Ovsei Gelman,2007,2013,9,Other Civilizations,False,,True,2007.0,2007.0,True,False,
A5035017803,Moumanti Podder,2015,2025,11,United States,False,,False,,2015.0,True,True,Hindu
A5058984001,Dmitriy K. Pitsun,2016,2020,2,Other Civilizations,False,,False,,,False,True,
A5029695057,I.L. Novikov,2015,2020,5,Other Civilizations,False,,False,,,False,True,
A5022445519,B. I. Ivanov,2013,2024,10,Continental Europe,True,2015.0,True,2013.0,,False,True,Sinic
A5102114006,R. J. Costa Farias,2008,2010,2,Other Civilizations,False,,False,,,False,False,
A5081133993,Evgeny I. Veremey,2011,2016,5,Other Civilizations,False,,True,2015.0,2011.0,True,False,
A5016908315,Elena Lisanyuk,2012,2026,18,Other Civilizations,False,,False,,2012.0,True,True,Other Civilizations
A5065103375,Kristina O. Kvashnina,2013,2023,10,Continental Europe,False,,True,2017.0,2020.0,True,True,Continental Europe
A5015883801,Feng Duan,2005,2026,18,Sinic,False,,True,2012.0,2005.0,True,True,Sinic
